id,severity,category,file,line,summary,evidence,verdict,verified_severity,verify_note,source,duplicate_of,direction,remediation,phase1_classification,phase1_direction,phase1_verdict,phase1_provenance,phase1_note,phase1_applied
12,major,design-drift-doc-stale,.ok-planner/design/concepts/attribute.md,87,"The matcher-overlay section says per-entry match counters persist on the instance row's match-count map, but that column was retired; counts are now event-derived.","Doc: ""Per-entry match counters persist on the instance row's match-count map. The supervisor increments after the merge returns, in a short dedicated transaction."" Code: migration `lib/foundation/persistence/postgres/migrations/020-retire-attribute-override-match-counter.sql` (`ALTER TABLE rimsky_instances DROP COLUMN attribute_overrides_match_counts`); `code:lib/runtime/attribute_overrides.go::emitOverrideMatchEventsAfterMerge#141` appends a `KindAttributeOverrideMatched` event per matched index, and readers derive counts via `code:lib/foundation/persistence/events.go::CountAttributeOverrideMatchesByIndex#61` (used by `lib/control/controlapi/instances.go:127` and `test/scenarios/attribute_override_match_counts_test_helper.go:22`). The dedicated post-merge transaction survives, but nothing 'persists a counter on the instance row' anymore — the doc names a dropped column's model.",CONFIRMED,major,"attribute.md:87 says per-entry match counters 'persist on the instance row's match-count map'; migration 020 DROPs attribute_overrides_match_counts, counts now event-derived via KindAttributeOverrideMatched. Doc names dropped column's model as current -> major.",concept-run-1,,fix-doc,Rewrite attribute.md matcher-overlay: match counts are event-derived (attribute_override_matched events) since migration 020 retired the instance-row match-count map.,defect,fix-doc,CONFIRMED,transcript,"Dossier at transcript tier confirms the column was deliberately dropped and replaced by event-derived counting; doc named the dropped column's model as current. Rewrote the matcher-overlay match-count paragraph to the event-derived model (also resolves 519 and 1461, same passage).",true
13,major,design-drift-doc-stale,.ok-planner/design/concepts/auto-terminal.md,14,"The claim that a held node-run's running→held transition 'does NOT fire the cascade walker' is false: the walker fires at that transition, member-filtered; only the non-member walk is deferred to auto-terminal.","lib/runtime/runner_terminal.go:207-231 (held branch of applyTerminalComplete) builds heldFilter := subgraphMemberFilter(tmplSpec, acq.NodeType) and calls emitSignalInTxWithFilter with a terminal/success signal at the running→held moment. The cited decision agrees with the code, not the doc: decisions/held-as-state-not-phase.md says 'Cascade from a held node-run is filtered to subgraph-members only ... Non-member receivers do NOT see cascade during the held period.' The doc's blanket 'does NOT fire the cascade walker. The walker is invoked here instead' would steer a reader to believe holding-subgraph members receive nothing until resolution, when member cascade at held time is how the subgraph propagates.",CONFIRMED,minor,"auto-terminal.md:14 says running->held 'does NOT fire the cascade walker' but runner_terminal.go:222 fires emitSignalInTxWithFilter with member-only heldFilter, matching decisions/held-as-state-not-phase.md:13. Invariants 34/40 correctly capture it; line 14 over-simplified framing -> minor.",concept-run-1,,,,defect,fix-doc,CONFIRMED,transcript,"Dossier explicitly corrects the blanket 'no cascade until resolution' framing: member cascade fires immediately at running→held, only non-member cascade defers to auto-terminal. Doc's line 14 stated the blanket form. Rewrote to say the held transition fires a member-filtered cascade immediately and auto-terminal is the deferred moment for non-members.",true
14,major,design-drift-doc-stale,.ok-planner/design/concepts/auto-terminal.md,32,"Invariant 'Aggregate-outcome rule: any-failed → Abandon; all-completed → Commit' is falsified for handles with expected fan-out children, where all-completed holders can still resolve Abandon via the child aggregation policy.","lib/runtime/auto_terminal.go:77-83: when row.ExpectedChildrenCount > 0 and no holder failed, resolution defers until all children resolve and then sets outcome = aggregateParentOutcome(row, outcome); lib/runtime/child_execution.go:488-523 returns OutcomeAbandon for strict policy with abandoned > 0, threshold with abandoned > MaxFailures, and best_effort/first with committed == 0 — all with every holder row completed. This is deliberate, tested behavior (lib/runtime/auto_terminal_test.go: TestResolveParentClaimChain_Strict_AbandonsOnAnyFail, ..._Threshold_AbandonWhenBelowMax, ..._BestEffort_PartialAbandonStillCommits), so the doc side is stale. Fan-out parents do use the held machinery (lib/runtime/fanout_dispatch.go:148 transitions the parent to held), so this is squarely inside auto-terminal's stated scope.",CONFIRMED,major,auto_terminal.go:77-82 calls aggregateParentOutcome when ExpectedChildrenCount>0 and !anyFailed; child_execution.go:488-523 returns OutcomeAbandon for strict/threshold/best_effort even with all holders completed. auto-terminal.md:32 'all-completed -> Commit' is falsified for fan-out parents (tested auto_terminal_test.go:489/546/604) -> major.,concept-run-1,,fix-doc,auto-terminal.md: qualify any-failed->Abandon/all-completed->Commit for handles with fan-out children whose aggregation policy can Abandon even when all completed.,defect,fix-doc,CONFIRMED,transcript,Cross-corroborated by the fan-out and child-execution intent dossiers (transcript tier) and the child-execution concept doc: fan-out aggregation policies can Abandon an all-completed set. Auto-terminal's blanket invariant needed qualification since fan-out parents resolve through this same held machinery. Added the fan-out-children exception to the invariant and to What-it-is.,true
15,major,design-drift-doc-stale,.ok-planner/design/concepts/blob-backend.md,11,"The doc defines the blob backend as backing spilled bytes from ""one surface: attribute values"", but the code spills a second surface — executor scratch — through the same backend, and the neighbor concept node-run documents exactly that.","lib/runtime/executor/scratch_writer.go:33-47, lib/runtime/runner_terminal_scratch.go:31-48, and lib/runtime/callback.go:574-587 all call persistence.ShouldSpillBlob and Blob.Write with BlobKey{Hint: ""scratch""} and persist the handle via Queue.WriteScratchInTx. .ok-planner/design/concepts/node-run.md line 15 states scratch fields carry executor-attached bytes ""with spill following `concept:blob-backend`"". The doc's one-surface claim would steer a reader (e.g. one reasoning about orphan-ledger coverage) to build the wrong thing.",CONFIRMED,minor,"blob-backend.md:11 'one surface: attribute values'; scratch_writer.go:33-46 spills scratch via the same ShouldSpillBlob/Blob.Write, and node-run.md:15 says scratch spill follows concept:blob-backend. Second surface omitted, but the orphan ledger covers all blobs — boundary imprecision -> minor.",concept-run-1,,,,defect,fix-doc,CONFIRMED,transcript,"Dossier transcript entry establishes blob-backend explicitly covers attributes, event payloads, parked payloads, and scratch, not attribute values alone. Doc's 'one surface' claim was stale. Edited What-it-is to name all four surfaces.",true
16,major,design-drift-doc-stale,.ok-planner/design/concepts/breakpoint.md,11,"The doc's enumeration of breakpoint dimensions omits the per-hit TTL (hit_ttl_seconds) and all hit-lifetime semantics, leading a reader to believe pause hits block until operator resume and that the hit ledger is durable.","The doc lists matcher, checkpoint, signal-type filter, mode, overflow policy, and ""an optional self-deletion TTL"" (the breakpoint's own ttl_seconds), and Owns claims ""sweeps"" without defining them. The code has a second, always-set TTL: createBreakpointRequest.HitTTLSeconds defaults to 300 (controlapi/breakpoints.go:135-142), consumed by the scheduler's AutoResumeStale for auto_resume_after_ttl breakpoints (postgres/breakpoint_hits.go:184-197; proven by test/scenarios/breakpoints/hit_auto_resume_ttl_test.go), while all other policies get a hardcoded 5-minute unresumed-hit reap (scheduler.go:254,270). None of the hit-TTL / auto-resume / reap behavior is documented.",REFUTED,minor,"breakpoint.md:11,19 already names sweeps + queue-cap; invariant 34 documents auto-resume-on-missing-row; the doc never claims hits are durable. Terseness, no contradiction.",concept-run-1,,,,,,,,,
17,major,design-drift-doc-stale,.ok-planner/design/concepts/breakpoint.md,27,"The invariant ""Only the supervisor writes hit rows"" is false as written: the scheduler and the control-api both write hit rows; only hit-row creation is supervisor-only.","Hit creation is supervisor-only (lib/runtime/breakpoint_eval.go:115 via the dispatch runner), but lib/graph/scheduler/scheduler.go:263-270 calls BreakpointHits().AutoResumeStale (UPDATE ... SET resumed_at, resumed_by_key='sweeper' — postgres/breakpoint_hits.go:184-197) and SweepOrphanedUnresumed (DELETE — postgres/breakpoint_hits.go:223-236) from the scheduler tick, and lib/control/controlapi/breakpoints.go:388 calls runtime.ValidateAndPersistResume in the control-api process, which stamps resumed_at/resume_overlay on the hit row (lib/runtime/breakpoint_resume.go:65). Three roles write hit rows; the doc should say only the supervisor CREATES hit rows.",CONFIRMED,minor,breakpoint.md:27 'Only the supervisor writes hit rows' false as written: scheduler.go:263-270 (AutoResumeStale UPDATE/SweepOrphanedUnresumed DELETE) and controlapi Resume UPDATE write; supervisor is sole CREATOR (breakpoint_eval.go:115). 'writes' vs 'creates' imprecision -> minor.,concept-run-1,,,,defect,fix-doc,CONFIRMED,corroborated,"Dossier's own required-behaviors text (resume via control-api, TTL housekeeping via the reaper tick) establishes that non-supervisor roles legitimately mutate existing hit rows; the Net position's 'writes' phrasing is shorthand for hit creation, which code confirms is supervisor-exclusive. Doc corrected to say 'creates' with an explicit carve-out for resume/sweep updates.",true
18,major,design-drift-doc-stale,.ok-planner/design/concepts/cascade-graph.md,24,"Invariant 'All cascade-graph HTTP handlers run inside a short fresh transaction' is false of the code: several backplane handlers run no transaction at all, and the dispatch/queue reads happen outside any Tables transaction.","lib/control/observability/handler.go: handleListClaimProducers (line 121), handleListExecutors (line 173), and handleGetExecutor (line 200) read only the in-memory discovery cache and never open a transaction; handleListNodeRuns (line 514, deps.Queue.ListLive), handleGetNodeRun (line 555, deps.Queue.GetByID), and handleSystemSummary (lines 821/826, deps.Queue.CountLive) read the dispatch queue via the Queue interface outside any Tables.Transaction. The doc's blanket 'All ... handlers' overclaims; the code side is structurally incapable of satisfying it (queue and discovery-cache reads are not table reads), so the doc is the stale side.",CONFIRMED,minor,"cascade-graph.md:24 overclaims 'All handlers open a short fresh transaction'; observability/handler.go handleListNodeRuns:514, handleGetNodeRun:555, handleSystemSummary:821 read deps.Queue directly with no handler-opened tx. Read-only, no correctness impact -> minor.",concept-run-1,,,,defect,fix-doc,CONFIRMED,artifact-only,"The read-only half of the dossier's claim holds and stays; the 'every handler' transaction-scoping half is structurally unsatisfiable for cache- and queue-backed handlers (they touch no table, so there is nothing to wrap in a Tables transaction) and the current handler set includes several such handlers. Narrowed the invariant to state which handlers open a table transaction and which read a non-table source directly, preserving the dossier's core intent (short-lived, read-only access) without the unfalsifiable blanket claim.",true
19,major,adjacency-contradiction,.ok-planner/design/concepts/cascade-graph.md,26,"Invariant 3 says routes mount 'under the control API's versioned prefix, matching the parent control-api versioning discipline', but the adjacent control-api concept's first invariant says 'The operation surface is unversioned at the wire' — the two docs directly contradict each other.",".ok-planner/design/concepts/control-api.md line 25: 'The operation surface is unversioned at the wire. Rolling upgrades are operator-managed.' vs cascade-graph.md line 26. The code mounts everything under a literal /v1 prefix (lib/control/controlapi/app.go line 76 `r.Route(""/v1"", ...)`; observability at line 93 `/observability/*` inside that group), so cascade-graph matches the code path shape while control-api denies a versioning discipline exists. A reader cannot tell whether /v1 is a compatibility contract or a fixed literal; one of the two invariants must be reworded.",CONFIRMED,minor,"cascade-graph.md:26 'routes match the parent control-api versioning discipline' vs control-api.md:25 'operation surface is unversioned at the wire'; both describe the same /v1 literal (app.go:76). Terminology framing imprecision, not a code bug -> minor.",concept-run-1,,,,design-call,design-call,CONFIRMED,artifact-only,"Design-call: the dossier's own 'bare paths, no /v1/ prefix' claim is directly falsified by the code (100% of routes, including observability, are literally under /v1), so it cannot ground a confident fix-doc ruling on its own (suspect-canonization — artifact-only, single-source, and contradicted by observed structure). But it's not simply refutable either, because 'unversioned at the wire' in control-api.md is genuinely ambiguous: it could mean 'no rolling version scheme, though a fixed /v1 literal exists forever' (compatible with the current doc text and code) or 'no version segment should exist in the path at all' (matching the dossier). Question for the human: does 'unversioned at the wire' mean a fixed permanent /v1 literal with no rolling versioning, or literally no version segment in the URL — and if the latter, is that a code gap (strip /v1) or was the dossier simply wrong from the start?",false
20,major,design-drift-doc-stale,.ok-planner/design/concepts/cascade-mode.md,19,"The doc claims cascade-mode owns 'the per-mode rule applied at the walker's accumulate-or-queue gate', but no per-mode rule exists at the walker: the walker is mode-blind and all four modes' behavior is applied exclusively at the gate evaluator's pending→stale transition.","lib/runtime/cascade_walker.go (ensureCascadePending / resolveReceiverRunForCascade) never reads CascadeMode — rg 'CascadeMode' finds no walker hit; all mode logic is applyCascadeModeRule (lib/runtime/gate_evaluator.go:345), called from evaluateOneGate at line 82 immediately before TransitionPendingToStale. The table's 'Walker behavior on re-cascade' column (doc lines 25-30) misattributes gate-eval actions to the walker: most-recent's HasLaterCascadePending drop and DeletePriorCascadeStales both run inside applyCascadeModeRule at gate-eval time (gate_evaluator.go:351-360). decisions/mode-default-most-recent.md line 13 ('the gate evaluator deletes any prior cascade-driven stale-not-claimed run … at pending→stale transition') and concepts/wait-set.md line 31 ('The gate evaluator … apply the per-template cascade-mode rule, transition pending→stale') both locate the rule at the gate evaluator, so the doc is the stale side.",CONFIRMED,minor,"cascade-mode.md:19 'Owns: per-mode rule at the walker's accumulate-or-queue gate' — cascade_walker.go is mode-blind (decision:walker-rule-per-sender-node); all mode logic is applyCascadeModeRule at gate_evaluator.go:82,345. Table misattributes gate-eval deletions to the walker. Boundary/attribution imprecision -> minor.",concept-run-1,,,,defect,fix-doc,CONFIRMED,transcript,Dossier transcript intent places all mode logic at the gate evaluator's pending-to-stale transition; the walker is mode-blind. The concept doc's Boundaries line and What-it-is paragraph misattributed mode behavior to the walker's accumulate-or-queue gate. Fixed the doc to own the rule solely at the gate-eval transition.,true
21,major,design-drift-doc-stale,.ok-planner/design/concepts/cascade-mode.md,30,"The idempotent-settled row says the bag is 'compared against both the currently-queued stale and the most-recently-settled successful run … If byte-equivalent to either, the new row is dropped', but the code consults the settled run ONLY when no prior unclaimed cascade queue row exists — a new row equal to the settled run but different from the queued stale is NOT dropped.","lib/runtime/gate_evaluator.go:373-394 (modeDropIfPriorEqual): 'if priorStale != nil { return bagsEqual(ctx, args, tx, priorStale.NodeRunID, bag) }' — the settled lookup (GetMostRecentSettledRun) is reached only on the priorStale == nil path. Failure scenario: queued stale with bag X, settled run with bag Y, new cascade resolves to bag Y → doc says drop, code queues it. stories/idempotent-mode-dedupes.md line 16 ('the comparison ALSO covers the most recent fresh-settled predecessor's input bag when no cascade-driven stale-not-claimed exists') and decisions/mode-default-most-recent.md line 16 ('also compares against the most recent fresh-settled predecessor when no cascade-stale exists') both match the code, so the concept doc is the stale side.",CONFIRMED,minor,"gate_evaluator.go:381-394 modeDropIfPriorEqual returns on priorStale first; GetMostRecentSettledRun only reached when priorStale==nil, so cascade-mode.md:30 'compared against both, drop if equal to either' misstates behavior. story/decision correctly say 'when no cascade-stale exists'. Table-cell imprecision -> minor.",concept-run-1,,,,defect,fix-doc,CONFIRMED,transcript,"Dossier transcript intent (and the code, story, and decision it corroborates) establishes the settled-run comparison is a fallback used only when no prior cascade row exists, not a simultaneous both-checks comparison. Rewrote the idempotent-settled table cell to state the settled comparison fires only when no prior cascade row (pending or stale) exists.",true
22,major,design-drift-doc-stale,.ok-planner/design/concepts/cascade.md,16,"The table defines 'walk' as 'the scheduler-tick-driven traversal of the graph (topology-ordered)', but the walk executes synchronously inside the settling transaction (supervisor terminal-apply, parent settlement, pure-cascade settle) and nothing orders it topologically.","cascadeSubscribersStaleInTxWithVisited (lib/runtime/runner_terminal.go:437) is invoked in-transaction from applyTerminalComplete (runner_terminal.go:296), from parent settlement (lib/runtime/state_propagation.go:252), and from the pure-cascade settle (lib/graph/scheduler/pure_cascade.go:77 via EmitTerminalSuccessAndDrainInTx) — not by a scheduler tick walking the graph. Dispatch/pure-cascade candidate queries order by n.created_at (lib/foundation/persistence/postgres/nodes.go:161,185), not topology; the walker recurses via edge-map/visited-map, also not topology-ordered.",REFUTED,nit,"cascade.md:16 'scheduler-tick-driven topology-ordered' walk; finder's 'nothing orders it topologically' is wrong — the walker recurses along subscription/upstream edge maps; created_at is only intra-level tiebreak. Loose but conceptual, invariants correct -> refuted.",concept-run-1,,,,,,,,,
23,major,design-drift-doc-stale,.ok-planner/design/concepts/cascade.md,17,"The definitional table keys propagation on `fresh_changed`, a value from the retired last-outcome model that no longer exists anywhere in the code; the current firing gate is subscription-edge match on the emitted signal type plus the when-predicate.","rg 'fresh_changed' over lib/ returns zero code hits (only prose in three test error messages). The last-outcome column and its five values were retired: .ok-planner/design/concepts/_retired/last-outcome.md and resolved tension _resolved/transition-reason-vs-last-outcome.md. Current gate: lib/runtime/runner_terminal.go:488-498 (edges.Match(senderNodeType, sig.Type) + edge.WhenExpr.Eval(sig)), consistent with the doc's own invariant at line 34 and pitfall at line 48 ('subscriber-driven cascade model').",CONFIRMED,major,"cascade.md:17 keys propagation on 'fresh_changed', a retired last-outcome value (only in concepts/_retired/last-outcome.md:27; zero hits in lib/). Current gate is edges.Match+WhenExpr.Eval (runner_terminal.go:488-498). Retired mechanism named current -> major.",concept-run-1,,fix-doc,Replace fresh_changed in cascade.md's propagation table with the real firing gate: subscription-edge match on emitted signal type plus the when-predicate.,defect,fix-doc,CONFIRMED,corroborated,Retired last-outcome mechanism named as current in the propagation row; dossier is corroborated (artifact + reaffirming transcript) that firing is subscription-edge+when-predicate only. Doc corrected to describe the real gate.,true
24,major,design-drift-doc-stale,.ok-planner/design/concepts/cascade.md,34,"The invariant's second sentence conditions stale-marking on the subscription 'opting into wake-on-change', but the wake-on-change flag was removed from the subscription language; every matching edge unconditionally creates/accumulates a pending for the receiver.",spec.SubscriptionEntry (lib/foundation/spec/subscription.go:8-20) has only Node/Type/When/ForceUpstreamRefresh/ResolvesViaCallingNode; SubscriptionEdge (lib/graph/node/subscription_edges.go:19-27) has no wake field; the walker calls resolveReceiverRunForCascade for every matching edge (runner_terminal.go:516). Retirement is explicit: .ok-planner/design/stories/_retired/explicit-attribute-context-read.md ('The wake_on_change: false flag is gone') and decisions/_retired/wake-on-change-wait-set-only.md.,CONFIRMED,major,"cascade.md:34 invariant conditions stale-marking on 'subscription opts into wake-on-change', a retired mechanism. SubscriptionEntry/Edge carry no wake field; zero wake_on_change in lib/*.go; retirement confirmed by decisions/_retired/wake-on-change-wait-set-only.md. Retired flag named current inside an invariant -> major.",concept-run-1,7,,,defect,fix-doc,CONFIRMED,transcript,"Transcript-tier retirement, directly duplicative of the node-subscription cluster's finding 7 on the same doc line. Fixed alongside the extra follow-up item: every matching subscription now unconditionally wakes/stale-marks.",true
25,major,design-drift-doc-stale,.ok-planner/design/concepts/cascade.md,40,"The cascade-defer-for-held invariant states the walker 'does NOT fire at the held terminal', but the code fires cascade to subgraph co-members at the held terminal and defers only non-member receivers until auto-terminal commit/abandon.","lib/runtime/runner_terminal.go:211-231 — the heldBeforeRelease branch emits terminal/success and attribute-change signals with heldFilter := subgraphMemberFilter(...), so co-member receivers cascade immediately; lib/runtime/held_cascade_defer.go:299-305 emits the deferred commit/abandon walk with subgraphNonMemberFilter. The doc's own cited decision agrees with the code: decisions/held-as-state-not-phase.md line 13 ('Cascade from a held node-run is filtered to subgraph-members only; Non-member receivers do NOT see cascade during the held period').",CONFIRMED,major,"cascade.md:40 'walker does NOT fire at the held terminal'; runner_terminal.go:211-224 emits terminal/success + attribute-change with heldFilter=subgraphMemberFilter at the held terminal (co-members cascade immediately), held_cascade_defer.go:299 defers only non-members. Invariant contradicts code AND its cited decision held-as-state-not-phase.md:13 -> major.",concept-run-1,,fix-doc,Rewrite cascade.md/claim-handle.md held-cascade invariant: the walker fires a member-filtered terminal/success at the held terminal and defers only non-member receivers until commit/abandon.,defect,fix-doc,CONFIRMED,transcript,Doc invariant directly contradicted both the code and its own cited decision (held-as-state-not-phase). Rewrote to state co-member cascade fires immediately at the held terminal and only non-members are deferred.,true
26,major,design-drift-doc-stale,.ok-planner/design/concepts/cascade.md,46,"The pitfall asserts cascade is 'not value-diff-driven' and never skips byte-identical values, contradicting the idempotent cascade modes (which drop a pending whose resolved input bag is canonical-equal to the prior) and the attribute-change signals (emitted only for keys that actually diff).","lib/runtime/gate_evaluator.go:345-395 — applyCascadeModeRule routes CascadeModeIdempotentQueue/IdempotentSettled through modeDropIfPriorEqual → bagsEqual → canonicalEqual (bytes.Equal of canonicalized bags) and DropPendingRun on match (gate_evaluator.go:86-88); lib/runtime/attribute_cascade.go:40-43 — diffAttributesData returns only changed keys and 'if len(changes) == 0 { return nil }', so attribute/<key>/changed subscriptions are value-diff-driven. Scenario proof: test/scenarios/idempotent_mode_dedupes_test.go.",REFUTED,minor,cascade.md:46 pitfall is about skipping byte-identical OUTPUT values (subscription-driven walk — accurate). Idempotent modes dedup on INPUT bag; attribute/changed is signal diffing — separate stages. Finder conflated input-dedup with output-skip.,concept-run-1,,,,,,,,,
27,major,design-drift-doc-stale,.ok-planner/design/concepts/claim-co-holdership.md,13,"""a co-hold block whose entries each name a local alias bound to the upstream node"" misdescribes the template shape: the entry key MUST equal the upstream node's declared claim alias (it is validated against the upstream's claims: block and used to locate the upstream handle); it only doubles as the local alias by default, and the `as:` rename field that produces a genuinely local alias is not mentioned anywhere in the doc.","validateHolds rejects a key not declared as a claim alias on the `from` node: `holds_unknown_claim_alias: node %q does not declare a claim alias %q in its claims: block` (template_validator_holds.go:41-48). Runtime lookupClaimHandleForAlias matches the key against the upstream's ClaimProducers aliases (runner_locks.go:195-213), and collectCoHeldClaims applies `binding.As` as the local rename (runner_locks.go:167-170, spec.HoldsBinding has `as` in lib/foundation/spec/graphs.go:19-22). A reader following the doc would pick an arbitrary local name as the key and fail validation.",CONFIRMED,minor,"claim-co-holdership.md:13 calls holds entry key a 'local alias'; template_validator_holds.go:15-48 validates the key against upstream's declared claim aliases; runner_locks.go:167-170 uses binding.As as the local rename, unmentioned. Concept imprecision -> minor.",concept-run-1,,,,defect,fix-doc,CONFIRMED,corroborated,"No dossier or design-corpus statement covers this template-grammar detail, but two purpose-built validator tests unambiguously establish the intended shape (key = upstream's declared alias; `As` is a separate optional local rename), satisfying the tests tier of the intent-source precedence. The doc's 'entries each name a local alias' claim was backwards and omitted the rename field entirely. Rewrote the template-shape sentence to state the key names the upstream's declared alias and mention the optional local rename.",true
